Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
SEAT,LEON,5PTS 1.4L 4CIL 125HP MAN TURBO,2012,MAN,Gasolina,4,125,1.4,AUTOS DEPORTIVOS,13.88,23.62,17.04,12.78,182.00,35.00,8,6
MINI,COOPER S,6PTAS 2.0L 4CIL 192HP TURBO AUT,2017,AUT,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,13.70,19.20,17.11,12.84,182.00,20.00,8,7
MINI,COOPER S,3PTS 1.6L 4CIL 184HP MAN TURBO,2012,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.69,20.00,17.34,13.01,179.00,41.00,8,?
MINI,COOPER S,3PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.69,20.00,17.34,13.01,179.00,41.00,8,?
MINI,COOPER S,COUPE 2PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.69,20.00,17.34,13.01,179.00,41.00,8,?
MINI,COOPER S,3PTAS 1.6L 4CIL 190HP TURBO MAN,2017,MAN,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.63,19.66,17.20,12.90,181.00,13.00,8,8
MINI,COOPER S,PACEMAN 3PTAS 1.6L 4CIL 190HP MAN TURBO,2016,MAN,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.63,19.66,15.81,11.86,197.00,13.00,7,8
MINI,COOPER S,COUNTRYMAN 5PTAS 1.6L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.61,20.26,15.97,11.98,195.00,21.00,7,7
MAZDA,MX-5,CONVERTIBLE RWD 2PTS 2.0L 4CIL 156HP MAN,2016,MAN,Gasolina,4,156,2.0,AUTOS DEPORTIVOS,13.60,19.70,17.19,12.89,181.00,10.00,8,9
MAZDA,MX-5,i SPORT SOFT-TOP 2PTAS 2.0L 4CIL 155HP MAN,2017,MAN,Gasolina,4,155,2.0,AUTOS DEPORTIVOS,13.60,19.70,15.80,11.85,197.00,12.00,7,9
MINI,COOPER S,CLUBMAN 5PTS 1.6L 4CIL 184HP MAN TURBO,2012,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.51,20.00,17.21,12.91,181.00,41.00,8,?
MINI,COOPER S,CLUBMAN 3PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.51,20.00,17.21,12.91,181.00,41.00,8,?
SUBARU,BRZ,COUPE 2PTAS 2.0L 4CIL 200HP AUT,2016,AUT,Gasolina,4,200,2.0,AUTOS DEPORTIVOS,13.40,20.10,15.76,11.82,197.00,10.00,7,9
MINI,COOPER S,CONVERTIBLE 2PTAS 2.0L 4CIL 192HP MAN TURBO,2016,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,13.40,19.50,15.60,11.70,199.00,26.00,7,6
MINI,COOPER S,PACEMAN ALL4 3PTAS 1.6L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.38,19.13,15.47,11.60,201.00,21.00,7,7
MINI,COOPER S,3PTAS 1.6L 4CIL 190HP TURBO AUT,2017,AUT,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.38,19.13,16.86,12.65,184.00,21.00,7,7
MINI,COOPER S,PACEMAN ALL4 3PTAS 1.6L 4CIL 190HP MAN TURBO,2016,MAN,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.35,18.72,15.33,11.50,203.00,13.00,7,8
MINI,COOPER S,3PTAS 1.6L 4CIL 190HP TURBO MAN,2017,MAN,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.35,18.72,16.72,12.54,186.00,13.00,7,8
MINI,COOPER S,COUNTRYMAN 5PTS 1.6L 4CIL 184HP MAN TURBO,2011,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,18.52,16.64,12.48,187.00,39.00,7,?
MINI,COOPER S,COUNTRYMAN 5PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,18.52,16.64,12.48,187.00,39.00,7,?
MINI,COOPER S,ROADSTER 2PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,19.60,16.96,12.72,183.00,41.00,7,?
MINI,COOPER S,CABRIO 2PTS 1.6L 4CIL 184HP MAN TURBO,2012,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,19.60,16.96,12.72,183.00,41.00,7,?
MINI,COOPER S,COUNTRYMAN 5PTS 1.6L 4CIL 184HP MAN TURBO,2012,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,18.51,16.64,12.48,187.00,39.00,7,?
MINI,COOPER S,CONVERTIBLE 2PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,19.60,16.96,12.72,183.00,41.00,7,?
MINI,COOPER S,PACEMAN 3PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,18.51,16.64,12.48,187.00,39.00,7,?
MINI,COOPER S,ROADSTER 2PTS 1.6L 4CIL 184HP MAN TURBO,2012,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,13.33,19.60,16.96,12.72,183.00,41.00,7,6
MINI,COOPER S,COUNTRYMAN ALL4 5PTAS 1.6L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.28,18.71,15.27,11.46,204.00,21.00,7,7
SEAT,LEON,FR 5PTS 1.8L 4CIL 160HP DSG TSI TURBO,2013,DSG,Gasolina,4,160,1.8,AUTOS DEPORTIVOS,13.27,21.31,15.98,11.99,195.00,10.00,7,9
MINI,COOPER S,3PTAS 1.6L 4CIL 190HP TURBO AUT,2017,AUT,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.26,18.93,16.72,12.54,186.00,21.00,7,7
MINI,COOPER S,PACEMAN 3PTAS 1.6L 4CIL 190HP AUT TURBO,2016,AUT,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.26,18.93,15.33,11.49,203.00,21.00,7,7
MINI,COOPER S,HATCHBACK 5PTAS 2.0L 4CIL 192HP TURBO MAN,2017,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,13.20,20.40,17.08,12.81,182.00,26.00,8,6
MINI,COOPER S,HATCH 5PTAS 2.0L 4CIL 192HP MAN TURBO,2016,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,13.20,21.82,16.05,12.04,194.00,26.00,7,6
MINI,COOPER S,CONVERTIBLE 2PTAS 2.0L 4CIL 231HP TURBO AUT,2017,AUT,Gasolina,4,231,2.0,AUTOS DEPORTIVOS,13.20,19.20,16.75,12.56,186.00,33.00,7,6
MINI,COOPER S,COUNTRYMAN ALL4 5PTAS 1.6L 4CIL 190HP MAN TURBO,2016,MAN,Gasolina,4,190,1.6,AUTOS DEPORTIVOS,13.09,18.75,15.15,11.36,205.00,13.00,7,8
MINI,COOPER S,3PTS 2.0L 4CIL 192HP MAN TURBO,2016,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,12.98,20.83,17.02,12.76,183.00,26.00,8,6
MINI,COOPER S,3PTAS 2.0L 4CIL 192HP TURBO MAN,2017,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,12.98,20.80,17.01,12.76,183.00,26.00,8,6
MINI,COOPER S,CLUBMAN 6PTAS 2.0L 4CIL 192HP MAN TURBO,2016,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,12.90,21.10,15.63,11.73,199.00,45.00,7,5
ALFA ROMEO,GIULIETTA,HATCHBACK 5PTS 1.4L 4CIL 170HP MAN,2012,MAN,Gasolina,4,170,1.4,AUTOS DEPORTIVOS,12.82,21.73,17.11,12.83,182.00,29.00,8,?
ALFA ROMEO,GIULIETTA,HATCHBACK 5PTS 1.4L 4CIL 170HP MAN,2013,MAN,Gasolina,4,170,1.4,AUTOS DEPORTIVOS,12.82,21.73,17.11,12.83,182.00,29.00,8,?
PORSCHE,BOXSTER,CONVERTIBLE2 PTAS 2.0L 6CIL 300HP PDK,2017,PDK,Gasolina,6,300,2.0,AUTOS DEPORTIVOS,12.70,18.10,14.67,11.00,212.00,17.00,6,8
PORSCHE,BOXSTER,CONVERTIBLE2 PTAS 2.0L 6CIL 300HP PDK,2016,PDK,Gasolina,6,300,2.0,AUTOS DEPORTIVOS,12.70,18.10,14.67,11.00,212.00,17.00,6,8
MINI,COOPER S,CONVERTIBLE 2PTAS 2.0L 4CIL 192HP TURBO MAN,2017,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,12.70,19.20,16.37,12.28,190.00,26.00,7,6
MINI,COOPER S,CONVERTIBLE 2PTS 2.0L 4CIL 192HP MAN TURBO,2016,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,12.66,19.23,16.35,12.26,190.00,26.00,7,6
SEAT,LEON,FR 5PTS 1.8L 4CIL 160HP MAN TSI TURBO,2013,MAN,Gasolina,4,160,1.8,AUTOS DEPORTIVOS,12.65,21.35,15.49,11.62,201.00,9.00,7,9
VW,GOLF,GTI 3PTS 2.0L 4CIL 211HP DSG FSI TURBO,2013,DSG,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,12.62,19.07,14.88,11.16,209.00,10.00,7,9
CHEVROLET,TRAX,LT 4PTAS 1.8L 4CIL 140HP AUT,2018,AUT,Gasolina,4,140,1.8,AUTOS DEPORTIVOS,12.58,21.11,16.76,12.57,185.00,11.00,7,9
CHEVROLET,TRAX,LS 4PTAS 1.8L 4CIL 140HP MAN,2018,MAN,Gasolina,4,140,1.8,AUTOS DEPORTIVOS,12.50,18.88,14.75,11.06,211.00,39.00,7,6
MINI,COOPER S,6PTAS 2.0L 4CIL 192HP TURBO MAN,2017,MAN,Gasolina,4,192,2.0,AUTOS DEPORTIVOS,12.50,18.50,16.03,12.02,194.00,45.00,7,5
CHEVROLET,TRAX,PREMIER 4PTAS 1.8L 4CIL 140HP AUT,2018,AUT,Gasolina,4,140,1.8,AUTOS DEPORTIVOS,12.46,21.82,16.83,12.62,185.00,11.00,7,9
SEAT,LEON,CUPRA 3/5PTS 2.0L 4CIL 265HP DSG TURBO TSI,2015,DSG,Gasolina,4,265,2.0,AUTOS DEPORTIVOS,12.40,22.10,15.45,11.59,201.00,27.00,7,6
SEAT,LEON,CUPRA 3PTAS 2.0L 4CIL 265HP DSG FRONT FSI TURBO,2016,DSG,Gasolina,4,265,2.0,AUTOS DEPORTIVOS,12.40,22.10,15.45,11.59,201.00,27.00,7,6
SEAT,LEON,CUPRA 5PTAS 2.0L 4CIL 265HP DSG FSI TURBO,2016,DSG,Gasolina,4,265,2.0,AUTOS DEPORTIVOS,12.40,22.10,15.45,11.59,201.00,27.00,7,6
SEAT,LEON,CUPRA 3PTAS 2.0L 4CIL 265HP DSG FRONT FSI TURBO,2017,DSG,Gasolina,4,265,2.0,AUTOS DEPORTIVOS,12.40,22.10,15.45,11.59,201.00,27.00,7,6
SEAT,LEON,CUPRA 5PTAS 2.0L 4CIL 265HP DSG FSI TURBO,2017,DSG,Gasolina,4,265,2.0,AUTOS DEPORTIVOS,12.40,22.10,15.45,11.59,201.00,27.00,7,6
MINI,COOPER S,COUNTRYMAN ALL4 5PTS 1.6L 4CIL 184HP MAN TURBO,2011,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,12.20,17.24,15.44,11.58,201.00,39.00,7,?
MINI,COOPER S,COUNTRYMAN ALL4 5PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,12.20,17.24,15.44,11.58,201.00,39.00,7,?
PORSCHE,918,SPYDER E-HYBRID 2PTAS 4.6L 8CIL 608(+279)HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,8,887,4.6,AUTOS DEPORTIVOS,12.20,14.70,13.21,9.91,235.00,19.00,6,7
PORSCHE,918,SPYDER E-HYBRID 2PTAS 4.6L 8CIL 608(+279)HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,8,888,4.6,AUTOS DEPORTIVOS,12.20,14.70,13.21,9.91,235.00,19.00,6,7
MINI,COOPER S,3PTS 1.6L 4CIL 184HP MAN TURBO,2011,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,12.19,19.23,15.99,11.99,194.00,41.00,7,?
MINI,COOPER S,PACEMAN ALL4 3PTS 1.6L 4CIL 184HP MAN TURBO,2013,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,12.19,17.24,15.43,11.58,201.00,39.00,7,?
FORD,MUSTANG,COUPE 2PTAS 2.3L 4CIL 310HP MAN TURBO ECOBOOST,2017,MAN,Gasolina,4,310,2.3,AUTOS DEPORTIVOS,12.13,19.83,14.70,11.02,212.00,12.00,6,9
FORD,MUSTANG,COUPE 2PTAS 2.3L 4CIL 310HP MAN ECOBOOST,2016,MAN,Gasolina,4,310,2.3,AUTOS DEPORTIVOS,12.13,19.82,14.69,11.02,212.00,4.00,6,9
MINI,COOPER S,COUNTRYMAN ALL4 5PTS 1.6L 4CIL 184HP MAN TURBO,2012,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,12.10,17.24,15.37,11.53,202.00,39.00,7,?
MINI,COOPER S,CLUBMAN 3PTS 1.6L 4CIL 184HP MAN TURBO,2011,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,12.04,19.23,15.87,11.90,196.00,25.00,7,?
MINI,COOPER S,CABRIO 2PTS 1.6L 4CIL 184HP MAN TURBO,2011,MAN,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,12.04,18.86,15.77,11.83,197.00,41.00,7,?
PORSCHE,BOXSTER,2PTS 2.7L 6CIL 265HP PDK,2013,PDK,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,12.02,19.17,14.44,10.83,215.00,16.00,6,8
AUDI,A5,SPORTBACK 5PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,2013,MULTITRONIC,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,12.01,20.96,14.87,11.15,209.00,15.00,7,8
AUDI,A5,SPORTBACK 5PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2013,STRONIC,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,12.01,20.96,14.87,11.15,209.00,15.00,7,8
PORSCHE,BOXSTER,2PTS 2.7L 6CIL 265HP PDK,2016,PDK,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,12.00,19.10,14.41,10.81,216.00,15.00,6,8
PORSCHE,BOXSTER,CONVERTIBLE 2PTS 2.7L 6CIL 265HP PDK,2015,PDK,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,11.90,18.90,14.28,10.71,218.00,15.00,6,8
PORSCHE,BOXSTER,CONVERTIBLE 2PTAS 2.7L 6CIL 265HP PDK,2017,PDK,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,11.90,18.90,14.28,10.71,218.00,15.00,6,8
SEAT,LEON,5PTS 2.0L 4CIL 211HP MAN FSI TURBO,2013,MAN,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,11.73,19.87,14.38,10.79,216.00,14.00,6,8
PORSCHE,BOXSTER,CONVERTIBLE GTS 2PTAS 3.4L 6CIL 330HP MAN,2017,MAN,Gasolina,6,330,3.4,AUTOS DEPORTIVOS,11.70,17.80,13.83,10.38,225.00,9.00,6,9
PORSCHE,BOXSTER,CONVERTIBLE GTS 2PTAS 3.4L 6CIL 330HP MAN,2016,MAN,Gasolina,6,330,3.4,AUTOS DEPORTIVOS,11.70,17.80,13.83,10.38,225.00,9.00,6,9
SEAT,LEON,5PTS 2.0L 4CIL 211HP DSG FSI TURBO,2013,DSG,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,11.67,18.06,13.88,10.41,224.00,11.00,6,9
VW,GOLF,GTI 3PTS 2.0L 4CIL 211HP MAN FSI TURBO,2012,MAN,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,11.64,20.97,14.55,10.91,214.00,8.00,6,9
VW,GOLF,GTI 3PTS 2.0L 4CIL 211HP MAN FSI TURBO,2013,MAN,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,11.64,20.97,14.55,10.91,214.00,8.00,6,9
VOLVO,S60,AWD 4PTS 1.6L 4CIL 180HP MAN TURBO,2011,MAN,Gasolina,4,180,1.6,AUTOS DEPORTIVOS,11.62,17.90,15.19,11.39,205.00,11.00,7,9
VOLVO,S60,AWD 4PTS 1.6L 4CIL 180HP MAN TURBO,2012,MAN,Gasolina,4,180,1.6,AUTOS DEPORTIVOS,11.62,17.90,15.19,11.39,205.00,11.00,7,9
ALFA ROMEO,GIULIETTA,HATCHBACK 5PTS 1.7L 4CIL 235HP MAN TURBO,2014,MAN,Gasolina,4,235,1.7,AUTOS DEPORTIVOS,11.61,17.33,13.64,10.23,228.00,22.00,6,7
PORSCHE,BOXSTER,2PTS 2.7L 6CIL 265HP MAN,2016,MAN,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,11.60,18.40,13.91,10.44,223.00,9.00,6,9
SUBARU,BRZ,COUPE 2PTAS 2.0L 4CIL 200HP MAN,2016,MAN,Gasolina,4,200,2.0,AUTOS DEPORTIVOS,11.60,17.70,13.73,10.30,226.00,10.00,6,9
PORSCHE,BOXSTER,2PTS 2.7L 6CIL 265HP MAN,2013,MAN,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,11.56,18.40,13.88,10.41,224.00,7.00,6,9
PORSCHE,BOXSTER,CONVERTIBLE 2PTS 2.7L 6CIL 265HP MAN,2015,MAN,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,11.50,18.20,13.78,10.34,226.00,9.00,6,9
PORSCHE,BOXSTER,CONVERTIBLE 2PTAS 2.7L 6CIL 265HP MAN,2017,MAN,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,11.50,18.20,13.78,10.34,226.00,9.00,6,9
CHEVROLET,CAMARO,COUPE 2PTAS 2.0L 4CIL 272HP TURBO,2016,MAN,Gasolina,4,272,2.0,AUTOS DEPORTIVOS,11.50,17.80,13.68,10.26,227.00,10.00,6,9
MAZDA,MX-5,2PTS 2.0L 4CIL 167HP MAN,2011,M6,Gasolina,4,167,2.0,AUTOS DEPORTIVOS,11.40,16.60,13.27,9.95,234.00,12.00,6,9
MAZDA,MX-5,2PTS 2.0L 4CIL 158HP AUT,2012,AUT,Gasolina,4,158,2.0,AUTOS DEPORTIVOS,11.40,16.40,13.21,9.91,235.00,4.00,6,9
MAZDA,MX-5,ROADSTER RWD 2PTS 2.0L 4CIL 158HP AUT,2013,AUT,Gasolina,4,158,2.0,AUTOS DEPORTIVOS,11.40,16.40,13.21,9.91,235.00,4.00,6,9
MAZDA,MX-5,ROADSTER RWD 2PTS 2.0L 4CIL 158HP AUT,2014,AUT,Gasolina,4,158,2.0,AUTOS DEPORTIVOS,11.40,16.40,13.21,9.91,235.00,4.00,6,9
MINI,COOPER S,COUPE JOHN COOPER WORKS 2PTS 1.6L 4CIL 211HP AUT TURBO,2013,AUT,Gasolina,4,211,1.6,AUTOS DEPORTIVOS,11.36,18.86,15.23,11.42,204.00,44.00,7,?
VW,GOLF,GTI 35 3PTS 2.0L 4CIL 235HP DSG FSI TURBO,2013,DSG,Gasolina,4,235,2.0,AUTOS DEPORTIVOS,11.29,18.55,13.70,10.28,227.00,8.00,6,9
MINI,COOPER S,3PTS 1.6L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,11.23,20.00,15.38,11.54,202.00,17.00,7,?
MINI,COOPER S,CLUBMAN 5PTS 1.6L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,11.23,20.00,15.38,11.54,202.00,17.00,7,?
MINI,COOPER S,COUPÉ 3PTS 1.6L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,11.23,20.00,15.38,11.54,202.00,17.00,7,?
MINI,COOPER S,3PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,11.23,20.00,15.38,11.54,202.00,17.00,7,?
MINI,COOPER S,CLUBMAN 3PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,11.23,20.00,15.38,11.54,202.00,17.00,7,?
MINI,COOPER S,COUPE 2PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,11.23,20.00,15.38,11.54,202.00,17.00,7,?
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL370HP PDK TURBO,2017,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 370HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,911,CARRERA COUPE 2PTAS 3.0L 6CIL370HP PDK,2017,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,911,CARRERA 4 CABRIOLET 2PTAS 3.0L 6CIL 370HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,BOXSTER,CONVERTIBLE GTS 2PTAS 3.4L 6CIL 330HP PDK,2017,PDK,Gasolina,6,330,3.4,AUTOS DEPORTIVOS,11.20,17.30,13.31,9.98,234.00,6.00,6,9
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL370HP PDK TURBO,2016,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 370HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,911,CARRERA COUPE 2PTAS 3.0L 6CIL370HP PDK,2016,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,911,CARRERA 4 CABRIOLET 2PTAS 3.0L 6CIL 370HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,370,3.0,AUTOS DEPORTIVOS,11.20,16.40,13.06,9.80,238.00,19.00,6,7
PORSCHE,BOXSTER,CONVERTIBLE GTS 2PTAS 3.4L 6CIL 330HP PDK,2016,PDK,Gasolina,6,330,3.4,AUTOS DEPORTIVOS,11.20,17.30,13.31,9.98,234.00,6.00,6,9
AUDI,A5,SPORTBACK 4PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO,2011,S TRONIC,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,11.11,19.23,13.72,10.29,227.00,17.00,6,8
AUDI,A5,SPORTBACK 4X4 5PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,11.11,19.23,13.72,10.29,227.00,17.00,6,8
AUDI,A5,SPORTBACK 5PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,2012,MULTITRONIC,Gasolina,4,211,2.0,AUTOS DEPORTIVOS,11.11,19.23,13.72,10.29,227.00,17.00,6,8
PORSCHE,BOXSTER,CONVERTIBLE 2PTAS 2.0L 6CIL 300HP MAN,2017,MAN,Gasolina,6,300,2.0,AUTOS DEPORTIVOS,11.10,17.00,13.15,9.87,236.00,15.00,6,8
PORSCHE,BOXSTER,CONVERTIBLE 2PTAS 2.0L 6CIL 300HP MAN,2016,MAN,Gasolina,6,300,2.0,AUTOS DEPORTIVOS,11.10,17.00,13.15,9.87,236.00,15.00,6,8
FORD,MUSTANG,COUPE 2PTAS 2.3L 4CIL 310HP AUT TURBO ECOBOOST,2017,AUT,Gasolina,4,310,2.3,AUTOS DEPORTIVOS,11.07,18.04,13.40,10.05,232.00,12.00,6,9
FORD,MUSTANG,CONVERTIBLE 2PTAS 2.3L 4CIL 310HP AUT ECOBOOST,2016,AUT,Gasolina,4,310,2.3,AUTOS DEPORTIVOS,11.07,18.04,13.40,10.05,232.00,4.00,6,9
MAZDA,MX-5,OPEN 2PTS 2.0L 4CIL 158HP AUT,2015,AUT,Gasolina,4,158,2.0,AUTOS DEPORTIVOS,11.00,16.00,12.80,9.60,243.00,4.00,5,9
PORSCHE,BOXSTER,S 2PTS 3.4L 6CIL 315HP PDK,2016,PDK,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,11.00,17.90,13.31,9.98,234.00,11.00,6,9
MINI,COOPER S,CONVERTIBLE 2PTAS 2.0L 4CIL 231HP TURBO MAN,2017,MAN,Gasolina,4,231,2.0,AUTOS DEPORTIVOS,11.00,18.90,14.94,11.21,208.00,41.00,7,6
MINI,COOPER S,COUPE 2PTAS 2.0L 4CIL 231HP TURBO MAN,2017,MAN,Gasolina,4,231,2.0,AUTOS DEPORTIVOS,11.00,19.20,15.01,11.26,207.00,41.00,7,6
MINI,COOPER S,COUPE JCW 2PTS 2.0L 4CIL 231HP MAN TURBO,2016,MAN,Gasolina,4,231,2.0,AUTOS DEPORTIVOS,10.99,19.23,15.01,11.26,207.00,41.00,7,6
MINI,COOPER S,ROADSTER 2PTS 1.6L 4CIL 184HP AUT TURBO,2013,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.98,19.60,15.08,11.31,206.00,17.00,7,?
PORSCHE,BOXSTER,S 2PTS 3.4L 6CIL 315HP PDK,2013,PDK,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,10.98,17.85,13.28,9.96,234.00,11.00,6,9
MINI,COOPER S,ROADSTER 2PTS 1.6L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.91,19.60,15.02,11.27,207.00,17.00,7,8
PORSCHE,BOXSTER,S CONVERTIBLE 2PTS 3.4L 6CIL 315HP PDK,2015,PDK,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,10.90,17.70,13.18,9.88,236.00,11.00,6,9
PORSCHE,BOXSTER,CONVERTIBLES 2PTAS 3.4L 6CIL 315HP PDK,2017,PDK,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,10.90,17.70,13.18,9.88,236.00,11.00,6,9
PORSCHE,BOXSTER,CONVERTIBLES 2PTAS 3.4L 6CIL 315HP PDK,2016,PDK,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,10.90,17.70,13.18,9.88,236.00,11.00,6,9
MINI,COOPER S,CABRIO 2PTS 1.6L 4CIL 184HP AUT TURBO,2012,AUT,Gasolina,4,184,1.6,AUTOS DEPORTIVOS,10.89,19.60,15.01,11.25,207.00,17.00,7,?
